maintenance_id,equipment_id,unit_id,maintenance_type,maintenance_date,completion_date,downtime_days,maintenance_cost,maintenance_status,failure_category
M-01962,E-00481,U-006,Corrective,2025-08-16,2025-08-18,9,3979.31,Completed,Power
M-01963,E-01648,U-046,Corrective,2026-04-29,2026-05-07,6,12721.12,Overdue,Power
M-01964,E-01186,U-007,Inspection,2025-06-29,2025-07-02,14,24739.34,Overdue,Software
M-01965,E-01275,U-024,Inspection,2025-10-13,2025-10-19,9,4366.17,In Progress,Power
M-01966,E-01251,U-046,Inspection,2025-09-10,2025-09-22,8,23527.27,Overdue,Software
M-01967,E-01787,U-016,Preventive,2026-06-08,2026-06-11,10,1229.59,In Progress,Power
M-01968,E-01635,U-029,Preventive,2026-06-12,2026-06-22,12,15487.1,Completed,Electrical
M-01969,E-00155,U-020,Preventive,2026-05-29,2026-06-08,17,20562.05,Completed,Software
M-01970,E-01095,U-058,Inspection,2026-07-29,2026-07-30,9,975.62,Completed,Power
M-01971,E-00807,U-023,Corrective,2025-07-01,2025-07-04,9,19553.89,In Progress,Power
M-01972,E-00381,U-056,Corrective,2026-05-11,2026-05-21,9,3834.1,In Progress,Power
M-01973,E-01633,U-032,Inspection,2025-05-18,2025-05-30,16,4896.5,Completed,No Failure
M-01974,E-01640,U-029,Corrective,2025-11-19,2025-11-23,5,8342.11,Completed,Electrical
M-01975,E-01267,U-018,Preventive,2025-07-12,2025-07-22,15,6713.26,Completed,No Failure
M-01976,E-01444,U-022,Corrective,2026-02-09,2026-02-21,3,10841.03,Overdue,Electrical
M-01977,E-00356,U-055,Inspection,2025-10-31,2025-11-06,4,6006.08,Overdue,Electrical
M-01978,E-00873,U-049,Inspection,2025-01-05,2025-01-11,15,8430.83,Completed,Software
M-01979,E-00832,U-010,Inspection,2026-02-09,2026-02-14,16,2109.58,Overdue,No Failure
M-01980,E-01049,U-038,Preventive,2025-03-29,2025-04-01,1,11610.12,Completed,Software
M-01981,E-00244,U-036,Inspection,2025-03-31,2025-04-05,13,8575.6,In Progress,No Failure
M-01982,E-01588,U-043,Preventive,2026-02-25,2026-03-04,17,8835.38,Completed,Electrical
M-01983,E-00939,U-051,Inspection,2026-03-07,2026-03-13,12,15691.28,Overdue,No Failure
M-01984,E-01223,U-032,Corrective,2026-01-24,2026-02-03,15,10446.34,Overdue,Power
M-01985,E-00283,U-056,Corrective,2025-07-22,2025-07-27,10,14516.47,Overdue,Mechanical
M-01986,E-01406,U-018,Corrective,2025-04-17,2025-04-21,15,16832.41,Overdue,Mechanical
M-01987,E-00404,U-050,Preventive,2025-09-15,2025-09-20,4,21363.3,Completed,Electrical
M-01988,E-00405,U-056,Corrective,2025-05-03,2025-05-11,16,19216.78,Overdue,Mechanical
M-01989,E-00303,U-021,Preventive,2025-07-05,2025-07-07,6,17153.31,Completed,No Failure
M-01990,E-01660,U-053,Preventive,2026-05-07,2026-05-16,3,16869.75,Overdue,Software
M-01991,E-00058,U-040,Corrective,2025-08-27,2025-09-04,7,3046.95,In Progress,No Failure
M-01992,E-00065,U-047,Inspection,2025-06-30,2025-07-06,18,6292.05,Overdue,Mechanical
M-01993,E-00031,U-035,Inspection,2026-06-03,2026-06-07,8,4623.14,Completed,No Failure
M-01994,E-00612,U-060,Preventive,2025-11-18,2025-11-30,11,2645.63,Completed,Mechanical
M-01995,E-01332,U-034,Inspection,2026-03-13,2026-03-17,10,24907.55,Completed,Electrical
M-01996,E-00160,U-023,Corrective,2025-03-08,2025-03-12,7,19112.66,In Progress,Electrical
M-01997,E-01287,U-051,Inspection,2025-03-29,2025-04-04,9,21701.1,Completed,Power
M-01998,E-01309,U-026,Preventive,2026-06-03,2026-06-09,10,3139.93,In Progress,Software
M-01999,E-01171,U-041,Inspection,2025-05-25,2025-06-05,5,1298.84,Overdue,Power
M-02000,E-01167,U-005,Corrective,2025-09-18,2025-09-27,2,4756.24,Overdue,Mechanical
M-02001,E-00710,U-053,Preventive,2026-04-17,2026-04-28,18,10731.68,Overdue,No Failure
M-02002,E-01550,U-033,Inspection,2026-08-01,2026-08-12,17,24310.48,In Progress,Power
M-02003,E-00757,U-043,Inspection,2025-10-28,2025-11-07,7,3116.07,In Progress,Mechanical
M-02004,E-00510,U-037,Corrective,2026-03-05,2026-03-07,7,5816.13,Overdue,Electrical
M-02005,E-00228,U-010,Corrective,2025-08-17,2025-08-25,10,21293.22,Completed,Electrical
M-02006,E-00206,U-051,Preventive,2026-03-16,2026-03-22,9,6404.69,In Progress,No Failure
M-02007,E-00992,U-016,Corrective,2025-08-31,2025-09-08,3,3612.82,Overdue,Mechanical
M-02008,E-00991,U-030,Corrective,2025-01-05,2025-01-15,12,24099.88,Completed,Power
M-02009,E-00222,U-057,Inspection,2026-04-10,2026-04-20,10,21478.48,Overdue,Electrical
M-02010,E-01274,U-051,Preventive,2026-04-07,2026-04-17,14,11434.46,Completed,No Failure
M-02011,E-00559,U-059,Inspection,2025-04-02,2025-04-09,6,15515.0,Completed,Software
M-02012,E-01549,U-029,Inspection,2025-04-19,2025-04-26,15,14022.87,Overdue,Electrical
M-02013,E-00643,U-024,Corrective,2026-07-26,2026-08-07,9,12539.28,In Progress,No Failure
M-02014,E-01596,U-055,Inspection,2025-04-30,2025-05-03,12,8940.74,Completed,Electrical
M-02015,E-00686,U-013,Preventive,2025-12-01,2025-12-06,13,21029.23,In Progress,No Failure
M-02016,E-00605,U-047,Inspection,2025-08-28,2025-09-09,9,1697.14,Overdue,Electrical
M-02017,E-00258,U-020,Corrective,2026-01-23,2026-01-29,10,8969.51,In Progress,Software
M-02018,E-01295,U-007,Inspection,2025-02-28,2025-03-05,3,6820.97,In Progress,No Failure
M-02019,E-01263,U-053,Corrective,2025-12-28,2026-01-01,14,17091.98,Completed,Power
M-02020,E-01044,U-051,Inspection,2025-12-05,2025-12-11,6,12923.74,Overdue,Power
M-02021,E-00389,U-047,Preventive,2025-04-29,2025-05-02,14,12411.7,Completed,Mechanical
M-02022,E-00416,U-021,Inspection,2026-01-03,2026-01-15,12,15631.02,Completed,Software
M-02023,E-00949,U-060,Corrective,2026-04-23,2026-04-27,17,9368.32,In Progress,Software
M-02024,E-00304,U-046,Corrective,2025-05-26,2025-06-07,9,6051.26,Overdue,Electrical
M-02025,E-00402,U-040,Corrective,2026-03-08,2026-03-11,17,12684.44,Completed,Electrical
M-02026,E-01664,U-058,Corrective,2025-04-29,2025-05-05,7,24147.48,In Progress,Software
M-02027,E-01552,U-014,Corrective,2025-12-07,2025-12-11,9,23168.52,Completed,Electrical
M-02028,E-01363,U-025,Inspection,2026-08-05,2026-08-15,11,12812.54,Overdue,Power
M-02029,E-01243,U-041,Inspection,2025-09-27,2025-10-04,8,19653.99,Completed,Software
M-02030,E-01176,U-022,Inspection,2026-04-18,2026-04-21,17,8671.37,Overdue,Mechanical
M-02031,E-00249,U-048,Inspection,2026-04-03,2026-04-07,10,22853.13,Completed,Mechanical
M-02032,E-01160,U-049,Corrective,2025-05-02,2025-05-05,3,9227.47,In Progress,No Failure
M-02033,E-01188,U-059,Corrective,2026-02-16,2026-02-23,5,8126.4,Completed,Software
M-02034,E-00739,U-039,Corrective,2026-05-22,2026-05-23,10,1053.46,In Progress,Power
M-02035,E-01525,U-003,Inspection,2026-05-12,2026-05-24,15,24799.48,Completed,Power
M-02036,E-00755,U-051,Corrective,2025-09-15,2025-09-22,13,23381.05,Completed,No Failure
M-02037,E-00928,U-047,Inspection,2026-03-29,2026-04-08,16,8351.55,Overdue,No Failure
M-02038,E-01194,U-029,Corrective,2025-01-29,2025-02-10,12,19280.56,Completed,Software
M-02039,E-01743,U-046,Preventive,2025-10-17,2025-10-25,6,20750.82,Completed,Mechanical
M-02040,E-01649,U-054,Preventive,2026-02-22,2026-02-28,2,7162.68,Overdue,No Failure
M-02041,E-01023,U-043,Inspection,2025-02-21,2025-02-24,5,3909.38,Overdue,Power
M-02042,E-01686,U-032,Preventive,2025-11-22,2025-12-04,7,15645.52,Completed,Power
M-02043,E-01199,U-041,Preventive,2025-12-31,2026-01-02,3,7944.33,In Progress,Electrical
M-02044,E-00362,U-036,Preventive,2026-08-09,2026-08-21,12,24980.83,In Progress,Power
M-02045,E-00493,U-004,Inspection,2026-05-09,2026-05-13,1,6685.13,In Progress,Mechanical
M-02046,E-00984,U-052,Corrective,2025-10-27,2025-11-03,18,7438.36,Completed,Electrical
M-02047,E-00475,U-010,Preventive,2025-07-20,2025-07-24,18,13828.9,In Progress,Electrical
M-02048,E-00702,U-023,Inspection,2025-03-09,2025-03-10,7,17967.14,Overdue,Power
M-02049,E-01622,U-020,Inspection,2025-02-24,2025-02-27,10,2685.29,Completed,No Failure
M-02050,E-00865,U-014,Corrective,2025-02-20,2025-03-03,9,16706.28,Overdue,Mechanical
M-02051,E-01648,U-046,Preventive,2025-02-12,2025-02-18,8,21923.43,In Progress,No Failure
M-02052,E-00994,U-004,Inspection,2026-05-11,2026-05-22,7,5495.31,Overdue,Power
M-02053,E-01538,U-002,Inspection,2025-02-13,2025-02-21,4,13902.68,Completed,No Failure
M-02054,E-01282,U-034,Preventive,2026-06-29,2026-07-01,13,16928.19,In Progress,Power
M-02055,E-01166,U-030,Preventive,2025-06-18,2025-06-20,17,23251.06,In Progress,Software
M-02056,E-00233,U-048,Inspection,2025-03-28,2025-03-29,18,20159.35,Completed,Power
M-02057,E-01782,U-051,Inspection,2025-08-30,2025-09-08,8,22239.42,Overdue,Electrical
M-02058,E-00013,U-057,Inspection,2025-05-24,2025-05-30,15,15399.65,In Progress,Power
M-02059,E-01603,U-015,Corrective,2026-01-02,2026-01-07,9,16654.22,Completed,Software
M-02060,E-01343,U-046,Corrective,2025-07-13,2025-07-18,15,17502.13,Overdue,Electrical
M-02061,E-00510,U-037,Inspection,2026-08-03,2026-08-10,6,8001.04,Completed,Power
M-02062,E-00475,U-010,Inspection,2026-05-30,2026-06-04,5,1910.72,Completed,Electrical
M-02063,E-01298,U-019,Inspection,2025-12-20,2025-12-22,9,8359.03,Overdue,No Failure
M-02064,E-01232,U-050,Inspection,2025-01-25,2025-01-29,12,19294.07,Completed,Software
M-02065,E-00771,U-037,Inspection,2025-09-05,2025-09-11,8,14619.78,Overdue,No Failure
M-02066,E-00051,U-020,Inspection,2026-01-28,2026-02-05,8,5894.38,Overdue,Power
M-02067,E-00911,U-010,Corrective,2026-01-29,2026-02-02,10,13735.89,Completed,Power
M-02068,E-01418,U-003,Inspection,2025-11-04,2025-11-11,13,13267.8,Overdue,Power
M-02069,E-00483,U-054,Corrective,2026-07-25,2026-08-03,12,18251.57,Overdue,Power
M-02070,E-00056,U-006,Preventive,2025-03-17,2025-03-28,4,24558.9,Overdue,Mechanical
M-02071,E-01390,U-049,Corrective,2025-11-14,2025-11-19,18,21305.84,In Progress,Software
M-02072,E-00290,U-007,Corrective,2025-01-05,2025-01-10,2,9477.73,Overdue,Software
M-02073,E-01753,U-046,Preventive,2026-04-23,2026-04-27,5,4666.5,Overdue,Electrical
M-02074,E-00935,U-018,Inspection,2025-12-03,2025-12-13,2,3781.72,In Progress,Software
M-02075,E-01085,U-002,Inspection,2025-09-04,2025-09-06,1,24048.49,Completed,Power
M-02076,E-00013,U-057,Preventive,2025-10-08,2025-10-20,2,6124.02,In Progress,Power
M-02077,E-01041,U-023,Preventive,2025-03-11,2025-03-14,15,4721.91,In Progress,Electrical
M-02078,E-00670,U-013,Preventive,2026-01-01,2026-01-04,14,5757.83,Completed,No Failure
M-02079,E-01012,U-048,Inspection,2026-03-13,2026-03-25,7,5592.28,Completed,Power
M-02080,E-00325,U-040,Preventive,2025-12-24,2026-01-01,13,11020.71,Overdue,Software
M-02081,E-01252,U-058,Preventive,2025-06-28,2025-07-01,16,7498.95,Completed,No Failure
M-02082,E-01748,U-044,Preventive,2025-08-01,2025-08-06,12,14639.04,Overdue,Mechanical
M-02083,E-01151,U-009,Inspection,2025-07-01,2025-07-11,12,24067.92,In Progress,Electrical
M-02084,E-00327,U-055,Inspection,2025-03-07,2025-03-10,11,21202.0,Completed,Software
M-02085,E-01504,U-043,Corrective,2026-08-04,2026-08-09,3,18892.29,In Progress,Mechanical
M-02086,E-00427,U-050,Corrective,2026-03-26,2026-03-30,15,19140.67,Overdue,Power
M-02087,E-00715,U-044,Corrective,2026-03-04,2026-03-13,12,13813.24,In Progress,Electrical
M-02088,E-00895,U-038,Inspection,2026-03-04,2026-03-10,11,17086.09,In Progress,No Failure
M-02089,E-00659,U-028,Inspection,2025-05-01,2025-05-08,12,23556.03,Completed,Electrical
M-02090,E-00951,U-016,Corrective,2026-02-28,2026-03-06,3,2936.17,Overdue,No Failure
M-02091,E-00642,U-001,Corrective,2025-05-21,2025-05-28,17,11681.02,In Progress,Power
M-02092,E-00870,U-042,Corrective,2025-09-26,2025-10-06,16,15624.58,Completed,Software
M-02093,E-00097,U-041,Inspection,2025-11-03,2025-11-10,14,21061.92,Overdue,Electrical
M-02094,E-00452,U-024,Inspection,2026-06-04,2026-06-07,17,9596.37,Overdue,Mechanical
M-02095,E-00210,U-013,Preventive,2026-03-04,2026-03-12,11,501.43,Overdue,Power
M-02096,E-00057,U-016,Preventive,2025-06-11,2025-06-17,6,3192.65,Completed,Software
M-02097,E-00026,U-045,Inspection,2025-06-28,2025-07-09,10,7003.63,In Progress,Power
M-02098,E-01009,U-014,Preventive,2026-01-23,2026-01-29,4,22228.13,In Progress,Software
M-02099,E-00951,U-016,Inspection,2025-09-27,2025-10-05,3,8220.31,Completed,Power
M-02100,E-01379,U-020,Corrective,2025-12-03,2025-12-09,18,15158.2,Overdue,Software
M-02101,E-00642,U-001,Inspection,2025-08-17,2025-08-21,11,12755.46,Overdue,Mechanical
M-02102,E-01169,U-007,Corrective,2025-03-10,2025-03-20,12,5959.6,In Progress,Software
M-02103,E-01459,U-018,Preventive,2025-12-14,2025-12-17,18,18029.61,Overdue,Mechanical
M-02104,E-00163,U-044,Preventive,2025-05-13,2025-05-23,2,2110.69,Completed,Electrical
M-02105,E-01367,U-014,Inspection,2025-11-06,2025-11-14,8,19270.59,Completed,No Failure
M-02106,E-00589,U-049,Preventive,2026-03-10,2026-03-14,14,21339.96,Overdue,Software
M-02107,E-01250,U-001,Preventive,2025-04-09,2025-04-15,1,7404.93,In Progress,Software
M-02108,E-01540,U-006,Inspection,2026-02-03,2026-02-05,15,22546.82,In Progress,No Failure
M-02109,E-00058,U-040,Inspection,2026-01-06,2026-01-14,12,19525.29,Completed,Mechanical
M-02110,E-01378,U-011,Corrective,2025-10-25,2025-11-04,9,4616.73,Completed,Mechanical
M-02111,E-00334,U-007,Inspection,2025-01-18,2025-01-27,10,20434.28,Overdue,Power
M-02112,E-01117,U-047,Corrective,2026-02-21,2026-02-26,2,20912.4,Overdue,Electrical
M-02113,E-00357,U-019,Corrective,2025-11-29,2025-11-30,12,8115.39,In Progress,No Failure
M-02114,E-01242,U-033,Inspection,2025-02-19,2025-02-23,15,9556.92,In Progress,Electrical
M-02115,E-00005,U-005,Inspection,2026-03-30,2026-04-06,1,24680.26,Overdue,Electrical
M-02116,E-00190,U-022,Inspection,2026-03-10,2026-03-15,4,5675.73,In Progress,No Failure
M-02117,E-00352,U-038,Corrective,2026-07-09,2026-07-18,7,9806.99,Overdue,Mechanical
M-02118,E-01591,U-002,Inspection,2026-01-04,2026-01-10,18,24250.33,In Progress,Electrical
M-02119,E-01510,U-052,Inspection,2025-03-05,2025-03-12,5,22211.81,In Progress,Software
M-02120,E-01718,U-016,Corrective,2025-04-24,2025-05-01,9,15151.76,In Progress,No Failure
M-02121,E-01743,U-046,Inspection,2026-06-21,2026-06-24,16,10905.58,Completed,No Failure
M-02122,E-00348,U-039,Corrective,2025-08-19,2025-08-21,5,1164.57,Overdue,Mechanical
M-02123,E-00749,U-034,Inspection,2026-01-28,2026-01-30,11,23811.29,In Progress,Power
M-02124,E-01442,U-052,Inspection,2025-09-25,2025-09-30,7,14280.49,Overdue,Electrical
M-02125,E-00411,U-033,Corrective,2025-07-29,2025-08-04,17,17527.26,In Progress,Software
M-02126,E-01419,U-027,Preventive,2025-03-29,2025-04-10,18,18519.04,Overdue,Software
M-02127,E-01020,U-005,Preventive,2025-01-03,2025-01-12,17,2669.9,Overdue,No Failure
M-02128,E-00246,U-017,Preventive,2025-08-25,2025-09-02,11,21996.61,Completed,Power
M-02129,E-00414,U-020,Corrective,2025-04-07,2025-04-11,6,7249.39,Overdue,Electrical
M-02130,E-00026,U-045,Preventive,2026-04-22,2026-04-25,16,12828.99,Overdue,Electrical
M-02131,E-00492,U-055,Inspection,2025-09-09,2025-09-18,16,19106.83,Overdue,No Failure
M-02132,E-01724,U-002,Inspection,2026-06-09,2026-06-11,7,17039.12,Completed,Power
M-02133,E-01509,U-025,Inspection,2025-02-21,2025-02-24,6,22040.15,In Progress,Mechanical
M-02134,E-01064,U-044,Inspection,2025-10-28,2025-11-09,8,21607.37,Completed,Software
M-02135,E-01006,U-037,Inspection,2026-06-12,2026-06-14,14,22077.33,Overdue,Mechanical
M-02136,E-00975,U-032,Preventive,2025-04-25,2025-04-30,5,16881.09,In Progress,Software
M-02137,E-01211,U-021,Preventive,2025-01-18,2025-01-30,6,13024.66,Completed,Power
M-02138,E-00564,U-037,Corrective,2025-04-10,2025-04-11,4,13709.79,Overdue,Power
M-02139,E-01745,U-018,Preventive,2025-04-08,2025-04-16,16,17061.13,Completed,Mechanical
M-02140,E-00072,U-051,Preventive,2025-08-18,2025-08-24,16,14562.34,In Progress,No Failure
M-02141,E-01020,U-005,Preventive,2025-08-17,2025-08-21,12,13253.62,Completed,Electrical
M-02142,E-01026,U-054,Preventive,2025-06-17,2025-06-18,3,15890.18,In Progress,Power
M-02143,E-01256,U-051,Inspection,2026-05-14,2026-05-21,18,9516.43,In Progress,Electrical
M-02144,E-00360,U-057,Preventive,2025-03-25,2025-04-01,15,712.94,Completed,Electrical
M-02145,E-00337,U-038,Inspection,2025-02-14,2025-02-17,4,20674.44,In Progress,No Failure
M-02146,E-00937,U-044,Corrective,2026-01-22,2026-01-27,11,16861.55,Completed,Electrical
M-02147,E-00313,U-038,Preventive,2026-08-12,2026-08-14,8,22271.57,In Progress,No Failure
M-02148,E-01297,U-043,Preventive,2025-04-13,2025-04-17,9,6779.02,Overdue,Electrical
M-02149,E-01110,U-052,Preventive,2025-12-01,2025-12-11,5,20586.33,Completed,Software
M-02150,E-00585,U-045,Inspection,2026-06-05,2026-06-15,9,9221.3,Overdue,Software
M-02151,E-00570,U-035,Preventive,2026-03-26,2026-04-01,10,11921.77,Completed,No Failure
M-02152,E-00592,U-048,Corrective,2026-05-17,2026-05-22,5,17132.75,In Progress,Mechanical
M-02153,E-00844,U-045,Inspection,2025-08-25,2025-08-30,1,23562.34,In Progress,Mechanical
M-02154,E-00207,U-007,Corrective,2025-10-18,2025-10-23,10,10805.79,In Progress,Electrical
M-02155,E-00634,U-058,Preventive,2026-06-14,2026-06-19,11,4421.25,Completed,Software
M-02156,E-01549,U-029,Inspection,2026-06-08,2026-06-19,13,7800.78,In Progress,No Failure
M-02157,E-01148,U-005,Preventive,2025-08-23,2025-08-28,8,24539.44,In Progress,Software
M-02158,E-00602,U-011,Preventive,2025-06-08,2025-06-12,4,5983.34,In Progress,Software
M-02159,E-01265,U-010,Corrective,2026-05-27,2026-06-01,17,5860.33,Completed,Electrical
M-02160,E-00994,U-004,Preventive,2026-05-11,2026-05-23,15,18576.41,In Progress,Mechanical
M-02161,E-01712,U-030,Preventive,2025-06-05,2025-06-10,4,4522.12,In Progress,No Failure
M-02162,E-01468,U-025,Inspection,2025-07-28,2025-08-08,7,7238.83,Completed,Power
M-02163,E-00590,U-060,Preventive,2026-05-02,2026-05-05,8,24379.09,In Progress,Power
M-02164,E-00090,U-023,Corrective,2026-04-01,2026-04-03,16,8965.67,In Progress,No Failure
M-02165,E-01382,U-018,Corrective,2025-02-23,2025-02-27,6,6251.15,Overdue,Software
M-02166,E-01360,U-036,Corrective,2026-07-23,2026-07-31,7,6039.79,In Progress,Power
M-02167,E-00199,U-015,Inspection,2025-01-01,2025-01-07,17,5135.15,Overdue,Electrical
M-02168,E-00749,U-034,Inspection,2025-12-31,2026-01-09,6,24248.9,Completed,Power
M-02169,E-00180,U-009,Inspection,2026-06-25,2026-06-30,12,22035.98,Overdue,No Failure
M-02170,E-01141,U-037,Corrective,2026-06-20,2026-06-29,17,24344.35,Overdue,No Failure
M-02171,E-01081,U-028,Preventive,2025-05-06,2025-05-16,9,4942.93,Completed,Electrical
M-02172,E-01676,U-012,Preventive,2026-07-28,2026-08-02,5,19610.68,Completed,Electrical
M-02173,E-00523,U-003,Preventive,2025-07-14,2025-07-25,11,8815.35,In Progress,Power
M-02174,E-00385,U-011,Inspection,2025-10-18,2025-10-29,15,17951.03,Overdue,Electrical
M-02175,E-00262,U-022,Corrective,2025-01-13,2025-01-14,7,5038.48,Completed,Mechanical
M-02176,E-01588,U-043,Inspection,2025-07-20,2025-07-21,1,15516.26,Completed,Electrical
M-02177,E-00461,U-033,Corrective,2025-04-25,2025-04-29,8,3777.55,Overdue,Power
M-02178,E-00008,U-025,Inspection,2026-06-13,2026-06-24,16,19240.09,Completed,Mechanical
M-02179,E-00522,U-040,Inspection,2026-05-07,2026-05-11,1,23108.39,Completed,Power
M-02180,E-00172,U-060,Corrective,2025-06-21,2025-06-29,18,23589.64,In Progress,Software
M-02181,E-00160,U-023,Preventive,2025-02-21,2025-02-26,4,14438.09,Overdue,Power
M-02182,E-00965,U-056,Corrective,2025-06-16,2025-06-21,12,4823.81,Completed,Electrical
M-02183,E-00787,U-015,Inspection,2026-08-08,2026-08-19,3,9213.73,Overdue,Power
M-02184,E-00175,U-006,Inspection,2025-04-03,2025-04-11,16,12914.93,In Progress,No Failure
M-02185,E-00873,U-049,Corrective,2026-02-20,2026-02-21,4,22041.08,Completed,No Failure
M-02186,E-00763,U-014,Corrective,2025-10-10,2025-10-11,5,11935.88,In Progress,No Failure
M-02187,E-00240,U-057,Preventive,2025-05-10,2025-05-12,13,3871.59,In Progress,Mechanical
M-02188,E-00189,U-005,Preventive,2025-01-26,2025-01-27,7,9955.42,In Progress,Software
M-02189,E-00715,U-044,Corrective,2026-04-28,2026-05-02,16,24846.32,Completed,Software
M-02190,E-00554,U-027,Inspection,2026-04-07,2026-04-09,18,7102.34,In Progress,Software
M-02191,E-00153,U-009,Preventive,2026-02-02,2026-02-03,6,3125.3,Overdue,No Failure
M-02192,E-01098,U-050,Preventive,2025-06-12,2025-06-19,7,24567.05,In Progress,Power
M-02193,E-00677,U-054,Preventive,2025-04-26,2025-04-29,17,23388.68,Overdue,Power
M-02194,E-01546,U-008,Preventive,2025-03-30,2025-04-02,13,4245.69,In Progress,No Failure
M-02195,E-00744,U-039,Corrective,2025-02-07,2025-02-15,10,14146.35,Completed,Mechanical
M-02196,E-00328,U-042,Inspection,2025-06-06,2025-06-09,11,7393.1,In Progress,Mechanical
M-02197,E-01673,U-028,Corrective,2025-10-13,2025-10-20,8,20387.75,In Progress,Software
