personnel_id,unit_id,rank,role,specialization,training_status,training_completion_percentage,deployment_status,joining_date
P-02679,U-018,Lead,Logistics,Planning,In Progress,79.4,Deployed,2021-07-23
P-02680,U-051,Lead,Engineer,Maintenance,In Progress,87.1,Deployed,2024-11-21
P-02681,U-059,Junior,Medic,Operations,In Progress,60.3,Available,2019-07-12
P-02682,U-060,Junior,Operator,Maintenance,Complete,93.3,Deployed,2022-03-06
P-02683,U-041,Senior,Operator,Maintenance,In Progress,65.3,Available,2025-03-17
P-02684,U-057,Junior,Analyst,Operations,Complete,92.2,Available,2020-05-03
P-02685,U-001,Officer,Operator,Maintenance,In Progress,69.6,Training,2025-02-05
P-02686,U-028,Senior,Operator,Operations,In Progress,80.0,Deployed,2021-03-10
P-02687,U-055,Officer,Medic,Planning,In Progress,78.4,Available,2023-08-09
P-02688,U-055,Senior,Medic,Planning,In Progress,86.1,Training,2022-12-12
P-02689,U-047,Officer,Engineer,Systems,Complete,97.7,Available,2022-02-09
P-02690,U-055,Senior,Analyst,Operations,In Progress,78.2,Available,2018-10-13
P-02691,U-034,Senior,Logistics,Systems,In Progress,64.8,Training,2019-07-02
P-02692,U-013,Senior,Engineer,Maintenance,Complete,92.6,Training,2018-01-30
P-02693,U-041,Junior,Operator,Planning,In Progress,68.7,Training,2018-02-03
P-02694,U-057,Senior,Medic,Operations,In Progress,59.0,Deployed,2019-10-18
P-02695,U-014,Officer,Analyst,Systems,In Progress,87.3,Training,2019-11-08
P-02696,U-050,Junior,Medic,Maintenance,In Progress,76.2,Available,2021-12-04
P-02697,U-031,Lead,Analyst,Operations,In Progress,75.9,Deployed,2019-07-10
P-02698,U-025,Junior,Analyst,Maintenance,In Progress,62.0,Training,2019-01-05
P-02699,U-033,Officer,Medic,Maintenance,Complete,91.8,Training,2019-02-23
P-02700,U-026,Senior,Medic,Systems,In Progress,57.4,Training,2023-04-05
P-02701,U-012,Senior,Engineer,Planning,In Progress,57.8,Training,2026-03-03
P-02702,U-014,Senior,Operator,Operations,Complete,96.7,Available,2019-12-08
P-02703,U-010,Senior,Medic,Maintenance,In Progress,80.9,Available,2022-10-16
P-02704,U-052,Junior,Analyst,Maintenance,In Progress,69.7,Training,2024-03-05
P-02705,U-010,Senior,Analyst,Operations,In Progress,65.6,Training,2020-09-28
P-02706,U-051,Senior,Analyst,Operations,In Progress,81.0,Deployed,2022-09-08
P-02707,U-008,Officer,Medic,Maintenance,In Progress,77.0,Available,2022-05-30
P-02708,U-019,Junior,Logistics,Operations,In Progress,66.1,Deployed,2020-11-05
P-02709,U-037,Officer,Logistics,Systems,Complete,91.5,Available,2023-01-05
P-02710,U-039,Officer,Operator,Maintenance,Complete,92.1,Training,2019-12-16
P-02711,U-029,Junior,Analyst,Maintenance,In Progress,58.1,Training,2024-09-06
P-02712,U-030,Officer,Operator,Maintenance,In Progress,89.2,Deployed,2025-12-09
P-02713,U-058,Senior,Logistics,Maintenance,Complete,91.8,Available,2019-09-04
P-02714,U-002,Junior,Engineer,Operations,Complete,91.6,Deployed,2026-03-06
P-02715,U-051,Junior,Logistics,Maintenance,In Progress,87.7,Available,2018-06-04
P-02716,U-057,Officer,Logistics,Planning,In Progress,57.0,Training,2023-08-25
P-02717,U-033,Officer,Analyst,Maintenance,Complete,93.9,Training,2026-02-05
P-02718,U-046,Lead,Engineer,Maintenance,Complete,94.5,Training,2024-01-01
P-02719,U-026,Junior,Engineer,Systems,Complete,96.6,Deployed,2021-05-22
P-02720,U-016,Junior,Logistics,Operations,Complete,96.5,Available,2023-03-01
P-02721,U-005,Senior,Engineer,Systems,In Progress,70.6,Available,2019-09-04
P-02722,U-042,Lead,Operator,Systems,In Progress,81.0,Deployed,2020-03-25
P-02723,U-031,Senior,Operator,Maintenance,In Progress,67.5,Available,2024-06-19
P-02724,U-027,Junior,Engineer,Planning,Complete,99.6,Available,2024-10-29
P-02725,U-008,Junior,Engineer,Maintenance,In Progress,61.5,Available,2020-04-28
P-02726,U-011,Officer,Medic,Planning,In Progress,60.3,Training,2019-07-26
P-02727,U-004,Junior,Operator,Systems,In Progress,60.2,Deployed,2022-07-08
P-02728,U-007,Senior,Operator,Systems,In Progress,60.8,Training,2026-02-03
P-02729,U-003,Lead,Logistics,Planning,In Progress,75.1,Available,2020-03-21
P-02730,U-060,Senior,Operator,Operations,In Progress,83.0,Training,2020-02-28
P-02731,U-028,Senior,Logistics,Systems,In Progress,72.1,Training,2020-01-03
P-02732,U-030,Lead,Logistics,Systems,In Progress,84.3,Available,2021-03-01
P-02733,U-012,Lead,Operator,Planning,In Progress,59.5,Training,2023-11-20
P-02734,U-009,Junior,Logistics,Operations,Complete,96.5,Available,2019-09-07
P-02735,U-039,Senior,Operator,Maintenance,In Progress,67.9,Training,2022-02-11
P-02736,U-023,Junior,Operator,Maintenance,In Progress,87.5,Training,2025-06-24
P-02737,U-037,Senior,Logistics,Planning,In Progress,81.8,Available,2019-02-03
P-02738,U-015,Junior,Engineer,Operations,Complete,98.6,Available,2022-10-03
P-02739,U-060,Lead,Logistics,Operations,In Progress,71.2,Deployed,2021-06-11
P-02740,U-049,Senior,Operator,Operations,Complete,96.6,Available,2019-10-02
P-02741,U-002,Officer,Operator,Planning,In Progress,61.3,Available,2022-01-22
P-02742,U-040,Senior,Logistics,Planning,In Progress,62.3,Deployed,2018-09-05
P-02743,U-011,Junior,Medic,Systems,In Progress,82.0,Deployed,2022-10-12
P-02744,U-056,Officer,Engineer,Maintenance,In Progress,81.6,Available,2021-02-26
P-02745,U-034,Junior,Analyst,Operations,In Progress,84.3,Deployed,2019-10-12
P-02746,U-053,Junior,Engineer,Operations,Complete,94.5,Available,2020-10-19
P-02747,U-004,Lead,Medic,Planning,In Progress,60.6,Training,2025-03-05
P-02748,U-029,Lead,Logistics,Systems,In Progress,71.6,Deployed,2022-12-19
P-02749,U-038,Lead,Analyst,Operations,In Progress,85.5,Deployed,2019-12-08
P-02750,U-016,Junior,Engineer,Operations,In Progress,66.3,Deployed,2022-11-14
P-02751,U-001,Junior,Operator,Systems,In Progress,60.0,Available,2020-04-28
P-02752,U-002,Officer,Logistics,Maintenance,Complete,91.3,Available,2023-01-15
P-02753,U-026,Junior,Medic,Maintenance,In Progress,67.4,Deployed,2023-10-16
P-02754,U-003,Junior,Analyst,Planning,In Progress,79.5,Available,2019-08-30
P-02755,U-038,Junior,Analyst,Systems,In Progress,56.4,Deployed,2018-12-12
P-02756,U-013,Officer,Medic,Systems,In Progress,77.9,Available,2018-08-09
P-02757,U-030,Lead,Operator,Systems,In Progress,87.1,Deployed,2022-01-19
P-02758,U-034,Officer,Analyst,Maintenance,Complete,97.9,Deployed,2019-12-18
P-02759,U-008,Junior,Operator,Planning,In Progress,86.7,Available,2021-11-30
P-02760,U-035,Lead,Medic,Planning,Complete,93.7,Training,2022-10-26
P-02761,U-039,Junior,Engineer,Systems,In Progress,66.4,Training,2018-01-23
P-02762,U-022,Senior,Logistics,Planning,In Progress,64.0,Available,2022-12-06
P-02763,U-060,Officer,Medic,Planning,In Progress,66.4,Available,2018-11-20
P-02764,U-023,Senior,Engineer,Planning,In Progress,81.3,Available,2018-05-12
P-02765,U-004,Officer,Medic,Planning,Complete,99.1,Available,2021-06-26
P-02766,U-022,Junior,Operator,Systems,In Progress,83.2,Available,2023-01-05
P-02767,U-038,Officer,Operator,Operations,In Progress,76.9,Available,2018-03-22
P-02768,U-048,Senior,Logistics,Systems,In Progress,84.5,Training,2024-04-24
P-02769,U-049,Lead,Logistics,Systems,In Progress,86.5,Deployed,2020-10-18
P-02770,U-043,Junior,Analyst,Maintenance,Complete,99.9,Available,2020-11-12
P-02771,U-040,Junior,Logistics,Operations,In Progress,82.4,Training,2024-09-15
P-02772,U-053,Officer,Logistics,Planning,In Progress,77.4,Training,2020-07-05
P-02773,U-042,Officer,Logistics,Planning,In Progress,57.9,Training,2019-05-08
P-02774,U-053,Lead,Operator,Planning,In Progress,73.7,Deployed,2019-02-12
P-02775,U-010,Lead,Operator,Planning,In Progress,64.7,Deployed,2024-05-27
P-02776,U-018,Senior,Analyst,Planning,In Progress,66.2,Available,2020-05-13
P-02777,U-048,Lead,Logistics,Systems,In Progress,86.0,Training,2023-01-02
P-02778,U-052,Lead,Engineer,Planning,In Progress,55.7,Training,2019-07-26
P-02779,U-002,Junior,Logistics,Planning,In Progress,64.6,Training,2019-12-04
P-02780,U-007,Junior,Engineer,Systems,In Progress,59.0,Training,2025-05-29
P-02781,U-041,Junior,Engineer,Operations,In Progress,66.7,Training,2025-11-14
P-02782,U-049,Officer,Engineer,Systems,In Progress,82.7,Available,2022-12-26
P-02783,U-002,Lead,Logistics,Systems,In Progress,87.9,Available,2024-02-17
P-02784,U-060,Lead,Analyst,Maintenance,In Progress,73.0,Available,2019-05-08
P-02785,U-029,Lead,Logistics,Maintenance,Complete,97.6,Training,2022-12-09
P-02786,U-033,Junior,Logistics,Maintenance,In Progress,71.8,Available,2018-04-16
P-02787,U-017,Officer,Medic,Operations,In Progress,79.3,Deployed,2025-06-23
P-02788,U-006,Senior,Engineer,Planning,Complete,92.3,Training,2018-12-15
P-02789,U-020,Junior,Operator,Maintenance,In Progress,81.8,Training,2023-08-09
P-02790,U-044,Lead,Engineer,Planning,Complete,91.8,Training,2023-08-30
P-02791,U-010,Officer,Logistics,Planning,In Progress,75.9,Training,2025-02-15
P-02792,U-004,Lead,Engineer,Systems,In Progress,67.0,Deployed,2018-12-29
P-02793,U-051,Junior,Analyst,Planning,In Progress,81.1,Available,2023-07-18
P-02794,U-058,Senior,Engineer,Planning,In Progress,79.8,Deployed,2025-07-24
P-02795,U-058,Senior,Analyst,Planning,Complete,91.4,Deployed,2019-03-15
P-02796,U-050,Officer,Engineer,Operations,Complete,96.9,Training,2018-07-05
P-02797,U-057,Officer,Analyst,Planning,In Progress,82.2,Deployed,2024-02-18
P-02798,U-016,Officer,Operator,Operations,In Progress,87.4,Deployed,2023-09-27
P-02799,U-020,Officer,Operator,Maintenance,In Progress,61.8,Training,2021-10-16
P-02800,U-007,Senior,Analyst,Maintenance,In Progress,72.4,Training,2022-07-24
P-02801,U-018,Senior,Operator,Maintenance,In Progress,79.4,Deployed,2023-12-30
P-02802,U-026,Senior,Logistics,Systems,In Progress,79.0,Deployed,2019-07-18
P-02803,U-017,Senior,Logistics,Planning,In Progress,72.8,Training,2024-06-16
P-02804,U-005,Junior,Operator,Operations,In Progress,74.1,Available,2020-05-28
P-02805,U-054,Senior,Analyst,Maintenance,In Progress,60.1,Available,2026-01-06
P-02806,U-027,Senior,Medic,Planning,In Progress,59.9,Available,2021-10-31
P-02807,U-012,Junior,Analyst,Operations,Complete,99.1,Training,2023-09-25
P-02808,U-007,Junior,Engineer,Operations,In Progress,73.0,Deployed,2021-05-22
P-02809,U-032,Junior,Logistics,Systems,In Progress,61.5,Deployed,2021-07-26
P-02810,U-042,Senior,Analyst,Operations,In Progress,56.4,Available,2024-05-12
P-02811,U-027,Junior,Medic,Planning,In Progress,73.1,Training,2018-09-25
P-02812,U-050,Lead,Logistics,Systems,In Progress,78.2,Training,2024-01-26
P-02813,U-059,Officer,Medic,Maintenance,In Progress,87.8,Available,2021-01-17
P-02814,U-006,Officer,Logistics,Systems,In Progress,74.9,Available,2021-08-30
P-02815,U-040,Officer,Medic,Operations,In Progress,63.3,Training,2022-09-26
P-02816,U-040,Senior,Logistics,Planning,In Progress,84.8,Training,2024-12-08
P-02817,U-036,Officer,Logistics,Operations,In Progress,74.8,Training,2019-01-05
P-02818,U-021,Lead,Analyst,Systems,In Progress,70.3,Available,2019-05-24
P-02819,U-040,Senior,Operator,Planning,In Progress,61.1,Deployed,2020-10-06
P-02820,U-045,Junior,Analyst,Systems,Complete,96.8,Available,2023-04-28
P-02821,U-006,Junior,Engineer,Planning,In Progress,74.0,Available,2022-09-22
P-02822,U-021,Senior,Operator,Operations,In Progress,66.2,Deployed,2022-03-06
P-02823,U-039,Officer,Operator,Systems,In Progress,57.5,Available,2024-08-30
P-02824,U-042,Lead,Engineer,Operations,In Progress,84.3,Training,2024-07-05
P-02825,U-017,Lead,Medic,Planning,In Progress,63.1,Training,2021-01-27
P-02826,U-051,Officer,Medic,Planning,Complete,95.6,Deployed,2018-07-24
P-02827,U-021,Lead,Engineer,Systems,Complete,90.5,Deployed,2021-07-13
P-02828,U-028,Officer,Medic,Operations,Complete,93.9,Training,2018-04-30
P-02829,U-037,Lead,Analyst,Maintenance,In Progress,75.3,Available,2023-09-06
P-02830,U-052,Officer,Engineer,Maintenance,In Progress,82.4,Deployed,2020-11-23
P-02831,U-052,Officer,Engineer,Maintenance,In Progress,73.2,Deployed,2021-10-10
P-02832,U-045,Junior,Medic,Operations,In Progress,68.0,Training,2024-10-27
P-02833,U-023,Junior,Operator,Planning,In Progress,65.3,Available,2020-02-04
P-02834,U-008,Lead,Engineer,Planning,In Progress,62.9,Deployed,2023-05-14
P-02835,U-045,Lead,Medic,Maintenance,In Progress,84.5,Deployed,2024-11-16
P-02836,U-005,Junior,Operator,Maintenance,In Progress,72.6,Deployed,2025-12-14
P-02837,U-007,Lead,Logistics,Planning,In Progress,59.2,Available,2018-01-26
P-02838,U-049,Junior,Operator,Planning,Complete,95.7,Training,2023-10-16
P-02839,U-026,Officer,Logistics,Maintenance,In Progress,76.7,Available,2018-11-21
P-02840,U-012,Lead,Medic,Systems,In Progress,81.0,Deployed,2023-01-02
P-02841,U-009,Officer,Analyst,Maintenance,Complete,99.7,Training,2022-10-07
P-02842,U-005,Junior,Engineer,Systems,In Progress,61.6,Available,2023-12-06
P-02843,U-017,Officer,Analyst,Maintenance,In Progress,65.3,Deployed,2021-11-17
P-02844,U-045,Officer,Logistics,Systems,In Progress,81.5,Deployed,2024-03-19
P-02845,U-023,Senior,Analyst,Operations,Complete,98.8,Training,2019-12-18
P-02846,U-020,Senior,Logistics,Operations,In Progress,60.8,Deployed,2022-01-22
P-02847,U-052,Lead,Operator,Systems,In Progress,88.9,Training,2022-10-25
P-02848,U-017,Lead,Analyst,Planning,In Progress,68.7,Deployed,2019-08-20
P-02849,U-056,Junior,Operator,Maintenance,In Progress,63.9,Available,2019-09-24
P-02850,U-060,Officer,Analyst,Planning,In Progress,87.1,Training,2024-12-17
P-02851,U-047,Junior,Medic,Planning,Complete,91.7,Deployed,2020-04-24
P-02852,U-016,Senior,Medic,Maintenance,In Progress,84.9,Available,2020-02-24
P-02853,U-056,Officer,Engineer,Systems,Complete,92.5,Deployed,2021-12-19
P-02854,U-046,Junior,Operator,Planning,In Progress,55.6,Available,2018-06-20
P-02855,U-017,Senior,Operator,Planning,In Progress,69.8,Training,2020-07-29
P-02856,U-021,Senior,Analyst,Maintenance,In Progress,87.4,Deployed,2020-07-29
P-02857,U-057,Junior,Operator,Systems,In Progress,68.8,Training,2022-06-12
P-02858,U-029,Lead,Logistics,Systems,In Progress,76.3,Deployed,2021-11-15
P-02859,U-012,Lead,Analyst,Operations,In Progress,67.5,Deployed,2022-10-18
P-02860,U-004,Senior,Logistics,Operations,Complete,92.2,Training,2018-09-28
P-02861,U-031,Senior,Medic,Systems,In Progress,82.1,Available,2025-03-13
P-02862,U-044,Lead,Engineer,Systems,In Progress,84.3,Available,2024-01-08
P-02863,U-030,Lead,Logistics,Planning,Complete,98.2,Training,2024-05-15
P-02864,U-038,Senior,Logistics,Systems,In Progress,74.2,Deployed,2021-07-12
P-02865,U-031,Senior,Medic,Systems,In Progress,81.0,Deployed,2023-01-15
P-02866,U-044,Officer,Engineer,Systems,In Progress,61.2,Available,2026-03-05
P-02867,U-039,Officer,Analyst,Maintenance,In Progress,79.3,Deployed,2019-06-26
P-02868,U-058,Senior,Logistics,Planning,In Progress,64.2,Available,2023-11-06
P-02869,U-016,Junior,Engineer,Systems,In Progress,65.7,Training,2025-05-25
P-02870,U-036,Officer,Engineer,Maintenance,In Progress,77.5,Available,2023-10-19
P-02871,U-056,Junior,Logistics,Maintenance,In Progress,78.2,Available,2019-08-20
P-02872,U-008,Junior,Operator,Maintenance,In Progress,57.0,Available,2019-12-21
P-02873,U-057,Junior,Logistics,Planning,In Progress,55.1,Deployed,2022-11-13
P-02874,U-025,Junior,Logistics,Planning,In Progress,60.2,Training,2022-05-02
P-02875,U-008,Junior,Analyst,Maintenance,In Progress,55.5,Deployed,2022-04-21
P-02876,U-051,Junior,Engineer,Operations,In Progress,59.2,Deployed,2025-04-15
P-02877,U-016,Junior,Logistics,Systems,In Progress,83.9,Deployed,2021-02-05
P-02878,U-027,Senior,Engineer,Operations,Complete,90.2,Deployed,2022-08-01
P-02879,U-056,Lead,Operator,Systems,Complete,99.2,Available,2020-03-24
P-02880,U-047,Junior,Medic,Planning,In Progress,89.8,Available,2018-01-15
P-02881,U-024,Lead,Analyst,Planning,Complete,91.8,Deployed,2018-11-02
P-02882,U-022,Junior,Medic,Planning,In Progress,55.9,Training,2022-05-17
P-02883,U-028,Junior,Operator,Planning,In Progress,67.1,Deployed,2021-05-10
P-02884,U-056,Junior,Engineer,Operations,In Progress,58.9,Available,2023-01-05
P-02885,U-035,Officer,Logistics,Operations,In Progress,69.6,Training,2023-04-07
P-02886,U-003,Junior,Analyst,Maintenance,In Progress,78.5,Deployed,2022-09-16
P-02887,U-036,Senior,Medic,Planning,In Progress,64.1,Available,2022-05-10
P-02888,U-039,Junior,Logistics,Maintenance,In Progress,75.7,Training,2022-11-11
P-02889,U-036,Junior,Medic,Planning,In Progress,80.0,Training,2018-10-25
P-02890,U-024,Officer,Engineer,Operations,In Progress,56.4,Deployed,2018-11-14
P-02891,U-037,Officer,Operator,Maintenance,In Progress,75.5,Available,2018-04-02
P-02892,U-006,Lead,Medic,Maintenance,In Progress,61.0,Deployed,2018-03-02
P-02893,U-020,Junior,Logistics,Operations,Complete,99.0,Available,2018-10-26
P-02894,U-051,Lead,Logistics,Operations,In Progress,75.7,Available,2023-03-02
P-02895,U-032,Junior,Engineer,Planning,In Progress,75.6,Deployed,2022-04-27
P-02896,U-039,Junior,Operator,Maintenance,In Progress,63.3,Deployed,2019-01-12
P-02897,U-039,Officer,Engineer,Planning,In Progress,87.1,Deployed,2019-12-27
P-02898,U-011,Officer,Analyst,Systems,In Progress,61.3,Deployed,2018-08-07
P-02899,U-052,Lead,Analyst,Operations,In Progress,86.8,Available,2019-03-08
P-02900,U-053,Lead,Analyst,Planning,In Progress,79.9,Available,2021-07-30
P-02901,U-028,Senior,Operator,Maintenance,Complete,90.1,Available,2022-02-12
P-02902,U-032,Junior,Operator,Systems,Complete,92.4,Training,2022-06-24
P-02903,U-015,Lead,Medic,Operations,Complete,96.6,Available,2023-02-25
P-02904,U-011,Senior,Analyst,Planning,In Progress,64.5,Available,2023-08-23
P-02905,U-011,Lead,Analyst,Systems,Complete,96.4,Available,2018-12-31
P-02906,U-032,Senior,Engineer,Operations,In Progress,78.4,Training,2023-01-28
P-02907,U-016,Officer,Operator,Planning,In Progress,59.1,Training,2022-03-09
P-02908,U-001,Junior,Analyst,Systems,In Progress,76.7,Available,2019-04-21
P-02909,U-037,Junior,Logistics,Maintenance,In Progress,71.7,Deployed,2019-03-24
P-02910,U-053,Lead,Engineer,Planning,In Progress,84.6,Available,2018-06-28
P-02911,U-048,Officer,Operator,Maintenance,In Progress,71.3,Available,2018-06-29
P-02912,U-003,Officer,Logistics,Operations,In Progress,75.8,Training,2018-03-02
P-02913,U-001,Lead,Operator,Operations,Complete,98.1,Training,2025-12-23
P-02914,U-021,Senior,Engineer,Planning,In Progress,86.5,Deployed,2024-08-26
P-02915,U-036,Officer,Analyst,Maintenance,In Progress,80.8,Training,2020-11-19
P-02916,U-018,Junior,Medic,Systems,Complete,98.0,Training,2026-02-01
P-02917,U-033,Officer,Engineer,Operations,Complete,96.7,Training,2018-12-05
P-02918,U-014,Junior,Operator,Operations,Complete,95.6,Deployed,2018-07-05
P-02919,U-010,Officer,Engineer,Maintenance,In Progress,70.8,Available,2023-04-03
P-02920,U-058,Lead,Medic,Operations,In Progress,68.4,Training,2020-09-18
P-02921,U-022,Senior,Medic,Systems,Complete,94.2,Deployed,2021-01-23
P-02922,U-035,Officer,Medic,Maintenance,In Progress,74.6,Training,2024-02-23
P-02923,U-015,Lead,Analyst,Maintenance,Complete,99.5,Training,2021-05-28
P-02924,U-012,Senior,Medic,Operations,In Progress,69.3,Deployed,2019-07-19
P-02925,U-035,Lead,Operator,Planning,In Progress,57.1,Deployed,2021-02-07
P-02926,U-046,Lead,Medic,Operations,In Progress,57.3,Deployed,2018-11-24
P-02927,U-024,Senior,Engineer,Maintenance,Complete,98.2,Training,2018-02-09
P-02928,U-039,Lead,Analyst,Systems,In Progress,56.5,Available,2023-07-14
P-02929,U-041,Junior,Logistics,Systems,In Progress,86.5,Available,2019-02-13
